Date;Time;No.;PAR;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fo'1;Fo'2;Fo'3;Fo'4;Fo'5;Fo'6;Fo'7;Fo'8;Fo'9;Fo'10;Fo'11;Fo'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
18.04.11;07:18:27;1;0;0.1912;0.2623;0.2191;0.1662;0.2093;0.2676;0.2029;0.2157;0.2176;0.3196;0.2706;0.1951;0.0956;0.1353;0.1127;0.0936;0.1078;0.1451;0.1020;0.1196;0.1176;0.1824;0.1471;0.1039;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.500;0.484;0.485;0.437;0.485;0.458;0.498;0.445;0.459;0.429;0.457;0.467;
