Date;Time;No.;PAR;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fo'1;Fo'2;Fo'3;Fo'4;Fo'5;Fo'6;Fo'7;Fo'8;Fo'9;Fo'10;Fo'11;Fo'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
18.04.11;07:16:39;1;0;0.1422;0.2593;0.2216;0.1735;0.2142;0.2338;0.1897;0.2299;0.2441;0.3167;0.2583;0.2235;0.0716;0.1373;0.1152;0.0980;0.1132;0.1260;0.0941;0.1201;0.1343;0.1814;0.1319;0.1211;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.497;0.471;0.480;0.435;0.471;0.461;0.504;0.478;0.450;0.427;0.490;0.458;
